RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract�
covidestim: COVID-19 nowcasting https://t.co/WrqpdbNmRu 2 weeks to flatten the curve? https://t.co/f4Ydg90xpr
Canadian inflation hit a new three-decade high in January, heaping more pressure on the Bank of Canada to raise int� https://t.co/vsKOIU06d2
2022-02-17 17:56:24+00:00,"b'RT @MedCenterHealth: As of Thursday, Feb. 17, 2022, Med Center Health has 39 COVID-19 hospitalizations. 41% of these are unvaccinated. If y\xe2\x80\xa6'"

2022-02-17 17:56:23+00:00,"b'RT @sonalirajan: Last week, a few of my wonderful @Columbia colleagues and I wrote an open letter to illustrate that among public health re\xe2\x80\xa6'"

2022-02-17 17:56:23+00:00,b'RT @HumanEvents: CASH COW? Biden Administration Requests $30B from Congress for COVID-19 Response https://t.co/G8W2DP4BrI'

2022-02-17 17:56:22+00:00,b'RT @imgrund: RE-UPPING: Boostered individuals were 1.4 times LESS likely to TRANSMIT COVID-19 than fully vaccinated people.\n\nUnvaccinated w\xe2\x80\xa6'

2022-02-17 17:56:22+00:00,b'RT @EssexPR: Vaccinate the vulnerable turned into vaccinate anything that moves.\nIt was either the plan from the off and they lied or they\xe2\x80\xa6'

2022-02-17 17:56:22+00:00,b'RT @soompi: TXT\xe2\x80\x99s Yeonjun Diagnosed With COVID-19\nhttps://t.co/zA9HvgIYUo https://t.co/JJM3YVDent'

2022-02-17 17:56:22+00:00,"b'After nearly two years of the Covid-19 pandemic, Adecco CEO Alain Dehaze wants to meet employees and customers in p\xe2\x80\xa6 https://t.co/VV9jQDv5G0'"

2022-02-17 17:56:21+00:00,b'RT @billboard: Yeonjun of K-pop group TOMORROW x TOGETHER has tested positive for COVID-19.  https://t.co/OjCI9RNVrs'

2022-02-17 17:56:21+00:00,"b'RT @translatingTXT: \xf0\x9f\x92\x9b: yeonjun oppa, overcome covid-19 and come back healthily\n\n\xf0\x9f\xa6\x8a: of course, of course~ \n\n@TXT_members @TXT_bighit \n#YEONJ\xe2\x80\xa6'"

2022-02-17 17:56:20+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 17:56:20+00:00,b'RT @AnnieClaireBO: This is the fifth COVID-19 vaccine authorized in Canada'

2022-02-17 17:56:19+00:00,b'RT @CityNewsTO: The federal government says it will be offering a one-time $750 million top-up of transit funding to municipalities hard hi\xe2\x80\xa6'

2022-02-17 17:56:19+00:00,b'RT @laworfiction: UNBELIEVABLE JCVI\n\nKEY FACTS from JCVI statement justifying jabbing approx 5.7 million 5 to 11 year olds in UK: \n\n1. How\xe2\x80\xa6'

2022-02-17 17:56:18+00:00,"b""RT @CapRadioInsight: \xf0\x9f\x93\xbb Today on Insight, we're looking at how California may navigate when COVID-19 becomes endemic, plans for solar panels\xe2\x80\xa6"""

2022-02-17 17:56:17+00:00,b'RT @Patriotgirl0000: Did I read this right?\n\n\xe2\x80\x9cunvaccinated truckers bringing COVID-19 vaccines and medical devices into Canada exempt from\xe2\x80\xa6'

2022-02-17 17:56:17+00:00,"b'RT @andrewbostom: Austria set to scrap most coronavirus measures on March 5: The country\xe2\x80\x99s so-called green pass, which provides evidence of\xe2\x80\xa6'"

2022-02-17 17:56:17+00:00,b'RT @dayoadesulu: Ecuador Covid-19 Update https://t.co/wEXiIQfYtj'

2022-02-17 17:56:16+00:00,b'RT @304verse: Yeonjun tested positive for COVID-19 this morning (17/2)\n\nThe other members are not showing symptoms\n\n@TXT_members https://t.\xe2\x80\xa6'

2022-02-17 17:56:15+00:00,b'RT @imgrund: RE-UPPING: Boostered individuals were 1.4 times LESS likely to TRANSMIT COVID-19 than fully vaccinated people.\n\nUnvaccinated w\xe2\x80\xa6'

2022-02-17 17:56:15+00:00,"b'RT @SCzekalinski: #Cuyahoga County has dropped from ""high"" #COVID19  transmission levels to ""substantial"" transmission. That doesn\'t mean w\xe2\x80\xa6'"

2022-02-17 17:56:12+00:00,"b'Tested positive for COVID-19, and now in quarantine.\n\nThat means only working from home for the coming days! https://t.co/5F5jLGcJoy'"

2022-02-17 17:56:12+00:00,"b'District Of Columbia \xe2\xad\x90 COVID-19 current stats for Thu Feb 17 2022\n\nCases: 133,459\nDeaths: 1,311\nRecovered: 0\nActive\xe2\x80\xa6 https://t.co/mwiwOhdWGM'"

2022-02-17 17:56:11+00:00,b'@NahasNewman So I should view the higher levels of poverty as a reason to celebrate as it has provided these people\xe2\x80\xa6 https://t.co/ytGg7UsbTy'

2022-02-17 17:56:11+00:00,b'RT @DawnButlerBrent: I\xe2\x80\x99ve written to the Prime Minister outlining my concerns regarding the plan to mark the Queen\xe2\x80\x99s 70-year reign by sendi\xe2\x80\xa6'

2022-02-17 17:56:10+00:00,"b'RT @MatteaMerta: ""I am announcing that as of today all the restrictive measures imposed by COVID-19 are suspended,"" President of the Domini\xe2\x80\xa6'"

2022-02-17 17:56:10+00:00,"b'RT @MatteaMerta: ""I am announcing that as of today all the restrictive measures imposed by COVID-19 are suspended,"" President of the Domini\xe2\x80\xa6'"

2022-02-17 17:56:10+00:00,b'RT @DawnButlerBrent: I\xe2\x80\x99ve written to the Prime Minister outlining my concerns regarding the plan to mark the Queen\xe2\x80\x99s 70-year reign by sendi\xe2\x80\xa6'

2022-02-17 17:56:09+00:00,"b'RT @RepThomasMassie: Thank you to @RepMikeJohnson for cosponsoring HR 3860, legislation I introduced to prevent members of the Armed Forces\xe2\x80\xa6'"

2022-02-17 17:56:09+00:00,"b'@DailyMail Based on this, I must have had Covid-19 back in 1996.'"

2022-02-17 17:56:08+00:00,b'I blame COVID-19 19 for the absence on Twitter everyone has left social media because it\xe2\x80\x99s too negative Social medi\xe2\x80\xa6 https://t.co/g9HZuFS7jh'

2022-02-17 17:56:08+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 17:56:07+00:00,b'RT @angelcdcrz: \xf0\x9d\x98\xbe\xf0\x9d\x98\xbc\xf0\x9d\x99\x87\xf0\x9d\x99\x87 \xf0\x9d\x99\x81\xf0\x9d\x99\x8a\xf0\x9d\x99\x8d \xf0\x9d\x99\x8d\xf0\x9d\x99\x80\xf0\x9d\x99\x8e\xf0\x9d\x99\x8b\xf0\x9d\x99\x8a\xf0\x9d\x99\x89\xf0\x9d\x98\xbf\xf0\x9d\x99\x80\xf0\x9d\x99\x89\xf0\x9d\x99\x8f\xf0\x9d\x99\x8e!\n\nGood day! We are Senior High School students. We are currently working on our research on Social Med\xe2\x80\xa6'

2022-02-17 17:56:06+00:00,b'RT @TrueNorthCentre: Figures from around the world are standing with Canadian protestors who oppose COVID-19 mandates after Prime Minister\xe2\x80\xa6'

2022-02-17 17:56:05+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 17:56:04+00:00,b'RT @charts_k: [Weverse Announcement] @BTS_twt V visited the hospital on the 15th after experiencing a mild sore throat and tested positive\xe2\x80\xa6'

2022-02-17 17:56:04+00:00,b'RT @laworfiction: UNBELIEVABLE JCVI\n\nKEY FACTS from JCVI statement justifying jabbing approx 5.7 million 5 to 11 year olds in UK: \n\n1. How\xe2\x80\xa6'

2022-02-17 17:56:03+00:00,"b'Cases: 418,676,358 (+86,887) \nDeaths: 5,855,006 (+459) \nRecovered: 0 (+0) \nActive Cases: 418,676,358 (100%)\nComplet\xe2\x80\xa6 https://t.co/Cns3aiycns'"

2022-02-17 17:56:02+00:00,"b'RT @uche_blackstock: Please read this thoughtful and important thread by @sonalirajan, regarding the importance of evidence-based and equit\xe2\x80\xa6'"

2022-02-17 17:56:00+00:00,b'Great essay by @DrMJoyner on why the struggle with COVID is not a marathon. \nhttps://t.co/bJdTkkPowX'

2022-02-17 17:56:00+00:00,"b""Looking for a COVID-19 booster? Don't miss the walk-in clinic this TOMORROW, conveniently located at the Healey Sch\xe2\x80\xa6 https://t.co/Hb9FuCzIQx"""

2022-02-17 17:56:00+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 17:55:59+00:00,"b""RT @allkpop: TXT's Yeonjun confirmed to have COVID-19\nhttps://t.co/UOeUMpKuCq"""

2022-02-17 17:55:58+00:00,"b'RT @Undergroundcou1: Holy shit, not good.  Myocarditis, Pulmonary Hemorrhage, and Extensive Myositis with Rhabdomyolysis 12 Days After Firs\xe2\x80\xa6'"

2022-02-17 17:55:58+00:00,"b'RT @translatingTXT: \xf0\x9f\x92\x9b: yeonjun, are you okay?\n\n\xf0\x9f\xa6\x8a: of course ha\n\xf0\x9f\xa6\x8a: it\xe2\x80\x99s because i\xe2\x80\x99m stronger (than covid-19) \n\n@TXT_members @TXT_bighit \n#YE\xe2\x80\xa6'"

2022-02-17 17:55:58+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 17:55:57+00:00,b'RT @Tinu: Day 15.\nDay 15.\n\nIt\xe2\x80\x99s the 17th.\n\nSo that means I\xe2\x80\x99ve been trying to recover from being hospitalized for #COVID19 Pneumonia \n\nfor 1\xe2\x80\xa6'

2022-02-17 17:55:57+00:00,b'How many ways can you just go fuck yourself? \xe2\x80\xa6Trump-backed Arizona candidate called COVID-19 vaccine \xe2\x80\x98crime against\xe2\x80\xa6 https://t.co/ad5XskBI7o'

2022-02-17 17:55:56+00:00,"b'RT @uche_blackstock: Please read this thoughtful and important thread by @sonalirajan, regarding the importance of evidence-based and equit\xe2\x80\xa6'"

2022-02-17 17:55:56+00:00,"b'RT @gregggonsalves: As @GYamey, @AbraarKaran @RanuDhillon write the pandemic is not over. We have a lot to do to prepare for the next wave.\xe2\x80\xa6'"

2022-02-17 17:55:54+00:00,b'RT @DawnButlerBrent: I\xe2\x80\x99ve written to the Prime Minister outlining my concerns regarding the plan to mark the Queen\xe2\x80\x99s 70-year reign by sendi\xe2\x80\xa6'

2022-02-17 17:55:54+00:00,b'RT @GabrielDolan1: #FreeToProtest On Monday next Mombasa Court will sentence six young men for protesting the theft of Covid-19 Funds. Mean\xe2\x80\xa6'

2022-02-17 17:55:53+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 17:55:53+00:00,"b'RT @EricTopol: ""Now, a giant new study shows people who contracted COVID-19 faced substantially higher risks of neuropsychiatric ailments 1\xe2\x80\xa6'"

2022-02-17 17:55:50+00:00,"b'RT @MatteaMerta: ""I am announcing that as of today all the restrictive measures imposed by COVID-19 are suspended,"" President of the Domini\xe2\x80\xa6'"

2022-02-17 17:55:50+00:00,"b'RT @andrewbostom: Austria set to scrap most coronavirus measures on March 5: The country\xe2\x80\x99s so-called green pass, which provides evidence of\xe2\x80\xa6'"

2022-02-17 17:55:50+00:00,b'Differences between reopening realities for north and south result in calls for better representation\n\nhttps://t.co/zIILlcI3vk'

2022-02-17 17:55:48+00:00,b'RT @ajacquitaylor: 2) A document just released by the U.S. Food and Drug Administration (FDA) openly admits that the infamous PCR test for\xe2\x80\xa6'

2022-02-17 17:55:48+00:00,b'@MelvinP04545598 @RamonaDSouza10 @DrPramodPSawant @DrLahariya And nobody knows the long term effects of covid -19 i\xe2\x80\xa6 https://t.co/FwuoCz6vaY'

2022-02-17 17:55:47+00:00,"b""RT @emsteck: NEW w/Drew Myers: Mark Finchem, Trump's pick to be Arizona's next secretary of state, spread dangerous misinfo about Covid-19,\xe2\x80\xa6"""

2022-02-17 17:55:46+00:00,"b'RT @MichaelPSenger: Interesting to review the list of 40 new billionaries who got rich on COVID. Roughly half are Chinese, and they made mo\xe2\x80\xa6'"

2022-02-17 17:55:46+00:00,b'RT @SaskHealth: DYK: Group COVID-19 &amp;/or flu vaccine appts for siblings &amp; families can be made by calling 1-833-SASKVAX (1-833-727-5829).\xe2\x80\xa6'

2022-02-17 17:55:44+00:00,b'RT @MichaelPSenger: The government of Denmark has become the first to fight back against rampant left-wing misinformation causing many to b\xe2\x80\xa6'

2022-02-17 17:55:44+00:00,b'RT @VPrasadMDMPH: Happy to see people become billionaires from making life saving vaccines\n\nBut if they want to make billions more by makin\xe2\x80\xa6'

2022-02-17 17:55:44+00:00,"b'RT @acog: Check out our first-ever PSA! Please help us spread this important, life-saving message to #GetVaccinated during pregnancy. Retwe\xe2\x80\xa6'"

2022-02-17 17:55:43+00:00,"b'RT @UKCovid19Stats: United Kingdom Daily Coronavirus (COVID-19) Report \xc2\xb7 Thursday 17th February.\n\n51,899 new cases (people positive) report\xe2\x80\xa6'"

2022-02-17 17:55:43+00:00,"b""RT @RepAndyBiggsAZ: COVID-19 uncovered the true freedom-fighters and freedom-takers in our world. \n\nDon't ever forget their names."""

2022-02-17 17:55:42+00:00,"b'RT @StevenDelDuca: The approval of the Novavax vaccine is great news. The more vaccines we have, the better. They are the most effective to\xe2\x80\xa6'"

2022-02-17 17:55:42+00:00,"b'RT @nytimes: An Omicron subvariant that scientists believe is even more contagious is on the rise, the WHO said. It has become dominant in\xe2\x80\xa6'"

2022-02-17 17:55:41+00:00,b'@WHO 1. The antibodies produced by the current injection of COVID-19 vaccine are present in the blood. It is not ef\xe2\x80\xa6 https://t.co/WEagBe8r9D'

2022-02-17 17:55:40+00:00,"b'RT @MSNBC: ""The death toll is still at its second-highest point ever \xe2\x80\x94 2,400 people dying in the U.S. everyday,"" @AriMelber says on the cur\xe2\x80\xa6'"

2022-02-17 17:55:39+00:00,b'RT @fieschif: A new proof of concept for new Vaccine against #SARSCoV2 (#Covid_19). Congratulations to G. Sulbaran and P. Maisonnasse for t\xe2\x80\xa6'

2022-02-17 17:55:39+00:00,b'RT @mssinenomine: Bonnie Henry will just say we should personal responsibility our way around air pollution so what even is the point of ev\xe2\x80\xa6'

2022-02-17 17:55:38+00:00,"b""@FoxNews My family and I will also keep wearing masks in public places. Since the start of mask wearing, we haven't\xe2\x80\xa6 https://t.co/0FWkhDKJiz"""

2022-02-17 17:55:38+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 17:55:38+00:00,b'RT @DawnButlerBrent: I\xe2\x80\x99ve written to the Prime Minister outlining my concerns regarding the plan to mark the Queen\xe2\x80\x99s 70-year reign by sendi\xe2\x80\xa6'

2022-02-17 17:55:37+00:00,"b""@TrishtheDish_7 @PlumProfessora @kencrippyjr @jstylman And then it isn't my responsibility....dude. Please leave yo\xe2\x80\xa6 https://t.co/gw3MfqxCcy"""

2022-02-17 17:55:37+00:00,b'RT @CNN: A nearly three-week protest in Ottawa over mandated Covid-19 precautions in Canada may be approaching its end as police tell demon\xe2\x80\xa6'

2022-02-17 17:55:37+00:00,b'RT @Patriotgirl0000: Did I read this right?\n\n\xe2\x80\x9cunvaccinated truckers bringing COVID-19 vaccines and medical devices into Canada exempt from\xe2\x80\xa6'

2022-02-17 17:55:36+00:00,b'@jpjphotography1 A sternly written letter to Covid-19 and all other coronaviruses that up with this we will not put'

2022-02-17 17:55:36+00:00,b'RT @zhaoguixian: Kyuhyun took pre-emptive test today because he has musical schedule &amp; the result shows suspicion of him being positive wit\xe2\x80\xa6'

2022-02-17 17:55:36+00:00,"b""RT @mlmonti_: @nerosolari @UNKNOWN_BAD4 Amen\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb Shared from Sky News: COVID-19: 'We could be doing more harm than good' by vaccinating healt\xe2\x80\xa6"""

2022-02-17 17:55:36+00:00,"b'RT @MSNBC: ""The death toll is still at its second-highest point ever \xe2\x80\x94 2,400 people dying in the U.S. everyday,"" @AriMelber says on the cur\xe2\x80\xa6'"

2022-02-17 17:55:35+00:00,"b'Join the @WADeptHealth next Friday, 2/25 at noon for a webinar presented by WSMA member William Porter, MD on manag\xe2\x80\xa6 https://t.co/Zyccum8iU5'"

2022-02-17 17:55:35+00:00,"b""RT @israindiaorg: Know Your Facts. Don't Trust Misinformation. Covid -19 Vaccination are Safe. \n\nPlease Get Vaccinated #vaccation #1stdose\xe2\x80\xa6"""

2022-02-17 17:55:34+00:00,"b""Gotta clear things up still...this ain't COVID-19 #PlayerNo2Podcast #funnierthanfamous #comedian https://t.co/OX8ORt9bpc"""

2022-02-17 17:55:34+00:00,"b'RT @johndefeo: The COVID-19 pandemic has laid bare many shortcomings and frailties in our society, but for me, none has been more damaging\xe2\x80\xa6'"

2022-02-17 17:55:33+00:00,"b'RT @ReutersFacts: COVID-19 boosters cannot lead to positive HIV tests, according to experts https://t.co/GqZ7h4yFOa https://t.co/MzUvgTwnrp'"

2022-02-17 17:55:33+00:00,b'RT @WHOWPRO: Why does WHO consider #AirPollution to be a major public health emergency? Does exposure to air pollution make you more suscep\xe2\x80\xa6'

2022-02-17 17:55:32+00:00,b'RT @TraumaTruth: relatively small numbers involved\xe2\x80\x99.\nb/ that data is still being sought on updated estimates of the proportion of children\xe2\x80\xa6'

2022-02-17 17:55:32+00:00,"b'RT @Undergroundcou1: Holy shit, not good.  Myocarditis, Pulmonary Hemorrhage, and Extensive Myositis with Rhabdomyolysis 12 Days After Firs\xe2\x80\xa6'"

2022-02-17 17:55:32+00:00,b'New Research: Maternal Immune Activation and Interleukin 17A in the Pathogenesis of Autistic Spectrum Disorder and\xe2\x80\xa6 https://t.co/sFvFg973gM'

2022-02-17 17:55:31+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 17:55:31+00:00,"b'RT @Undergroundcou1: Holy shit, not good.  Myocarditis, Pulmonary Hemorrhage, and Extensive Myositis with Rhabdomyolysis 12 Days After Firs\xe2\x80\xa6'"

2022-02-17 17:55:29+00:00,b'RT @jacobin: South African scientists are nearly finished reverse engineering Moderna\xe2\x80\x99s COVID vaccine. They are forced to waste precious ti\xe2\x80\xa6'

2022-02-17 17:55:29+00:00,b'RT @CTVNews: Hong Kong hospitals hit 90 per cent capacity as COVID-19 cases surge https://t.co/L3en5e9NFC https://t.co/n0gCCYt8UV'

2022-02-17 17:55:29+00:00,"b'@onyon_penta Hi, applications are likely to take10 weeks to process. For info on application dates we are working o\xe2\x80\xa6 https://t.co/BD0dZn54i6'"

2022-02-17 17:55:29+00:00,"b""Trump-backed Arizona candidate called COVID-19 vaccine 'crime against humanity': report | TheHill https://t.co/rYI6QbYf2I"""

2022-02-17 17:55:29+00:00,"b'RT @fibke: Two views on the pandemic - short\xf0\x9f\xa7\xb5 \n\nIf you believe the official data (left), most COVID-19 fatalities happened in the US, then\xe2\x80\xa6'"

2022-02-17 17:55:28+00:00,"b""We're continuing to share daily snapshots of our COVID-19 hospitalizations.\n\nLook for these updates each weekday ar\xe2\x80\xa6 https://t.co/jmM0026FmG"""

2022-02-17 17:55:27+00:00,b'Considered Novavax but natural immunity from infection in 2020 has persisted. Oldest son had C-19 Jan 22. I had swo\xe2\x80\xa6 https://t.co/pNtVDHSMZt'
