a,tweets
2022-02-19 13:49:42+00:00,"b""From making India's first Cancer hospital TO donating funds in Covid-19, we are thankful to you Sir!\nlet's get toge\xe2\x80\xa6 https://t.co/ueZLhVbGjM"""

2022-02-19 13:49:42+00:00,b'@DavittJustin @VoiceOf81716176 @factode305 @SwaledaleMutton @originalfarmski @AlBowers1 @BreezerGalway @1ohreally\xe2\x80\xa6 https://t.co/TLFjL3s4v8'

2022-02-19 13:49:41+00:00,"b'RT @jackmjenkins: 1. NEW: So Novavax, the COVID-19 shot that only recently applied for emergency authorization in the US, is late to the ga\xe2\x80\xa6'"

2022-02-19 13:49:41+00:00,b'RT @KoaTheGreat: NEW \xe2\x80\x94 A clinical trial regional director filed a $2 billion lawsuit against Pfizer &amp; BioNTech alleging the pharmaceutical\xe2\x80\xa6'

2022-02-19 13:49:41+00:00,"b'RT @COVIDnewsfast: BREAKING: President Joe Biden has extended the COVID-19 national emergency for the US, citing ""a continued threat to pub\xe2\x80\xa6'"

2022-02-19 13:49:38+00:00,"b'@DrJBhattacharya And since the virus is Christian, it did not spread at Churches!\n\nOops!\n\nhttps://t.co/mfWKbzdQJS'"

2022-02-19 13:49:38+00:00,b'RT @statsjamie: \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 The latest JCVI advice says you need to vaccinate FOUR MILLION children to avoid ONE CHILD admitted to intensive care be\xe2\x80\xa6'

2022-02-19 13:49:37+00:00,"b'RT @JeanneNoble18: ""Subjecting a low-risk group of people to severe restrictions, forbidding them to travel off campus, dine in restaurants\xe2\x80\xa6'"

2022-02-19 13:49:36+00:00,"b'RT @talkRADIO: Children aged five to 11 in England are to be offered a Covid-19 vaccine, the government has announced.\n\nIs this appropriate?'"

2022-02-19 13:49:35+00:00,"b'RT @sputnikvaccine: WSJ: \xe2\x80\x9cPfizer\xe2\x80\x99s Covid-19 Vaccine for Kids Isn\xe2\x80\x99t Working Well Against Omicron So Far, Delaying FDA Review\xe2\x80\x9d\xf0\x9f\x91\x87\n\nhttps://t.co\xe2\x80\xa6'"

2022-02-19 13:49:35+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:49:33+00:00,"b""RT @MichaelSalla: Here's a peer reviewed scientific study showing the link between 5G EMF and Covid 19. Transitioning from a global communi\xe2\x80\xa6"""

2022-02-19 13:49:32+00:00,"b'RT @newsradiolk: COVID-19 update 19 February 2022: \nCases-1,273 (635,606)\nDeaths-20 (15,969)\nRecovered-252 (596,891)\nActive cases-22,746\n\n#\xe2\x80\xa6'"

2022-02-19 13:49:32+00:00,b'SA reports 3 056 new COVID-19 cases https://t.co/e4RykwGKKs'

2022-02-19 13:49:31+00:00,"b'RT @goodblackdude: First declared by President Trump on March 13, 2020, the Biden regime announced today that they will be EXTENDING the U.\xe2\x80\xa6'"

2022-02-19 13:49:30+00:00,"b""From making India's first Cancer hospital TO donating funds in Covid-19, we are thankful to you Sir!\nlet's get toge\xe2\x80\xa6 https://t.co/utRfy1hJU2"""

2022-02-19 13:49:30+00:00,"b'RT @BenjaminMMeier: 3,189 Americans died from COVID-19 today,\nas we convinced ourselves the pandemic is over.'"

2022-02-19 13:49:29+00:00,"b""John Pilger - What Govts Aren't Telling You About the COVID-19 Pandemic ... https://t.co/O0fRqnzAwT via @YouTube"""

2022-02-19 13:49:29+00:00,b'RT @GOP: New from @GOPChairwoman\xe2\xac\x87\xef\xb8\x8f\n\nYour small business was shut down.\n\nYour child has been forced to wear a mask to school.\n\nYour favorite\xe2\x80\xa6'

2022-02-19 13:49:28+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 13:49:28+00:00,b'RT @GileadSciences: Chih-Yuan (Mel) Chiang helps educate healthcare providers on #COVID19 and manages Phase 4 studies of Gilead\xe2\x80\x99s antiviral\xe2\x80\xa6'

2022-02-19 13:49:27+00:00,"b""RT @outerspacemanII: @oXxRowanxXo GOOD MORNING AMERICA you'll be making a big mistake thinking covid-19 is through with you you might be th\xe2\x80\xa6"""

2022-02-19 13:49:26+00:00,b'RT @realDailyWire: \xe2\x80\x98Incredibly Disappointed\xe2\x80\x99 D.C. Official Withdraws COVID-19 Vaccine Mandate Bill https://t.co/T9LB3RYC2U https://t.co/z4G\xe2\x80\xa6'

2022-02-19 13:49:25+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:49:25+00:00,b'RT @GOP: New from @GOPChairwoman\xe2\xac\x87\xef\xb8\x8f\n\nYour small business was shut down.\n\nYour child has been forced to wear a mask to school.\n\nYour favorite\xe2\x80\xa6'

2022-02-19 13:49:24+00:00,b'Ropz returns to FaZe lineup after negative COVID-19 test - https://t.co/tAf3zuWXUj https://t.co/b9CPda7f0G'

2022-02-19 13:49:23+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:49:22+00:00,b'RT @BharatBiotech: COVAXIN\xe2\x93\x87 will be evaluated as a COVID-19 vaccine candidate in the United States. \n\n#COVID19 #COVAXIN #VaccineMandate #Bh\xe2\x80\xa6'

2022-02-19 13:49:22+00:00,b'RT @DJTTracker: BREAKING: A judge in Massachusetts has blocked the city of Boston from imposing a COVID-19 vaccination mandate on public sa\xe2\x80\xa6'

2022-02-19 13:49:22+00:00,b'How well can #Omicron evade immunity from #COVID #vaccines? #OmicronVariant #COVID19 #Covid_19 \nhttps://t.co/fbRuqj3oMB'

2022-02-19 13:49:21+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:49:21+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:49:21+00:00,b'\xe2\x80\x9cThis is actually the most important public health program or effort in history.\xe2\x80\x9d https://t.co/H2n4DGTdlP'

2022-02-19 13:49:19+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:49:18+00:00,"b'RT @danielgoyal: NZ economy [OCED 2022]: \n\n""The New Zealand economy recovered quickly from the COVID-19 shock thanks to effective virus con\xe2\x80\xa6'"

2022-02-19 13:49:17+00:00,"b'RT @COVIDnewsfast: BREAKING: President Joe Biden has extended the COVID-19 national emergency for the US, citing ""a continued threat to pub\xe2\x80\xa6'"

2022-02-19 13:49:16+00:00,b'Death rates from Covid-19 vaccines still rises and is at least 70% underreported. Still the CDC recommends taking t\xe2\x80\xa6 https://t.co/pYoWFRbKa5'

2022-02-19 13:49:15+00:00,b'RT @cv_cev: This is a shocking tweet.\n\nIt minimises the threat posed to life by Covid-19. Especially concerning coming from a medical docto\xe2\x80\xa6'

2022-02-19 13:49:14+00:00,"b""From making India's first Cancer hospital TO donating funds in Covid-19, we are thankful to you Sir!\nlet's get toge\xe2\x80\xa6 https://t.co/rx6nbeY7Rm"""

2022-02-19 13:49:14+00:00,b'Hypothesis: How far are we from predicting multi\xe2\x80\x90drug interactions during treatment for COVID\xe2\x80\x9019 infection? https://t.co/3NEKFZDCI5'

2022-02-19 13:49:13+00:00,"b""@oXxRowanxXo GOOD MORNING AMERICA you'll be making a big mistake thinking covid-19 is through with you you might be\xe2\x80\xa6 https://t.co/fHey4s9xFu"""

2022-02-19 13:49:12+00:00,b'RT @DJTTracker: BREAKING: A judge in Massachusetts has blocked the city of Boston from imposing a COVID-19 vaccination mandate on public sa\xe2\x80\xa6'

2022-02-19 13:49:12+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:49:10+00:00,"b'As he always does, \xe2\x81\xa6@ScottGottliebMD\xe2\x81\xa9 makes good sense. Maybe some of our elected leaders and public health officia\xe2\x80\xa6 https://t.co/uS7TFU8z8E'"

2022-02-19 13:49:10+00:00,b'RT @inquirerdotnet: Finance Secretary Carlos Dominguez III proposed on Friday new or higher taxes to pay for the foreign debts the Duterte\xe2\x80\xa6'

2022-02-19 13:49:10+00:00,b'@CNN Now the real question\xe2\x80\xa6 did they study the rectal route of administration? Cause I heard from Dr. Google if it\xe2\x80\xa6 https://t.co/2OVt74yGZj'

2022-02-19 13:49:08+00:00,"b'RT @cancivlib: Today, we filed an application for judicial review in federal court requesting an order quashing the Emergency Proclamation\xe2\x80\xa6'"

2022-02-19 13:49:08+00:00,b'RT @BharatBiotech: COVAXIN\xe2\x93\x87 will be evaluated as a COVID-19 vaccine candidate in the United States. \n\n#COVID19 #COVAXIN #VaccineMandate #Bh\xe2\x80\xa6'

2022-02-19 13:49:07+00:00,"b""RT @PyeparFaisal: We don't have a 4th wave of Covid 19, we have Nobert Mao \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f"""

2022-02-19 13:49:06+00:00,"b'RT @thehill: ""I\'m tired of paying the airlines to be treated like crap when I get on the plane,"" Sen. Rand Paul said of COVID-19 mask manda\xe2\x80\xa6'"

2022-02-19 13:49:05+00:00,b'RT @drcameronjones: This is excellent news @nickholtpodcast in uncovering this potential coverup/collusion. What is the role of @ProfPCDohe\xe2\x80\xa6'

2022-02-19 13:49:05+00:00,"b""Thank God, Onda's COVID-19 results were negative\xf0\x9f\xa5\xba I'm very glad https://t.co/hb4Q9kUavj"""

2022-02-19 13:49:05+00:00,b'RT @AmandiOnAir: This is how the fascist @FloridaGOP led by @GovRonDeSantis works.\n\nBecause school officials in @MiamiDadeCounty followed t\xe2\x80\xa6'

2022-02-19 13:49:04+00:00,"b'I counted nine uses of the word, ""rare"" in this article. https://t.co/iOpBmdHqGL'"

2022-02-19 13:49:04+00:00,"b'RT @sailorrooscout: If you needed more proof that vaccines work, Switzerland is reporting COVID-19 deaths by vaccination/booster status. ht\xe2\x80\xa6'"

2022-02-19 13:49:03+00:00,b'RT @goodblackdude: Credible source reports Ottawa police will conduct another sweep tonight in attempts to arrest citizens who are peaceful\xe2\x80\xa6'

2022-02-19 13:49:03+00:00,"b""New York won't enforce COVID-19 vaccine booster mandate for health care workers https://t.co/mXCwcpJvLn"""

2022-02-19 13:49:02+00:00,"b'RT @inquirerdotnet: With less than five months remaining in office, Finance Secretary Carlos Dominguez III proposed new or higher taxes to\xe2\x80\xa6'"

2022-02-19 13:49:01+00:00,"b'New Covid-19 business support package available for restaurants, hotels and pubs...https://t.co/qOphqxDd5G\n\n#Covid\xe2\x80\xa6 https://t.co/fcespLwWwE'"

2022-02-19 13:49:00+00:00,"b'@anothersquid @ianjamesyoung70 Since we are on the topic of hyperbolic comparison, opposing covid-19 restrictions i\xe2\x80\xa6 https://t.co/fLcUunThPx'"

2022-02-19 13:48:58+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:48:56+00:00,b'RT @GOP: New from @GOPChairwoman\xe2\xac\x87\xef\xb8\x8f\n\nYour small business was shut down.\n\nYour child has been forced to wear a mask to school.\n\nYour favorite\xe2\x80\xa6'

2022-02-19 13:48:56+00:00,b'RT @Rwandapolice: We remind the spectators and road users that #Covid-19 is still roaming and they should continue  adhering to all prevent\xe2\x80\xa6'

2022-02-19 13:48:56+00:00,"b'RT @BNODesk: 2 years ago today: The death toll from COVID-19 reaches 2,000. It now stands at 5.9 million'"

2022-02-19 13:48:55+00:00,"b'RT @PhilippineStar: ATTENTION, BOOKWORMS!\n\nAfter several months of being shut down because of the COVID-19 pandemic, the Book Stop has rece\xe2\x80\xa6'"

2022-02-19 13:48:55+00:00,b'RT @GOP: New from @GOPChairwoman\xe2\xac\x87\xef\xb8\x8f\n\nYour small business was shut down.\n\nYour child has been forced to wear a mask to school.\n\nYour favorite\xe2\x80\xa6'

2022-02-19 13:48:54+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:48:52+00:00,b'RT @Gab_H_R: Recurrent COVID-19 including evidence of reinfection and enhanced severity in thirty Brazilian healthcare workers. \n\n-\nH/T \xe2\x81\xa6@f\xe2\x80\xa6'

2022-02-19 13:48:52+00:00,b'@YoungDemNetwork I never knew this cd happen so young. His beautiful&amp;2 children; so sad. Science found vaccines for\xe2\x80\xa6 https://t.co/klFt4mbMJA'

2022-02-19 13:48:52+00:00,b'RT @christicash11: Biden\xe2\x80\x99s Bounty on Your Life: Hospitals\xe2\x80\x99 Incentive Payments for COVID-19 - AAPS | Association of American Physicians and\xe2\x80\xa6'

2022-02-19 13:48:50+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 13:48:50+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:48:50+00:00,"b'RT @BNODesk: Biden extends national emergency for COVID-19, says the pandemic continues to cause significant risk to public health and safe\xe2\x80\xa6'"

2022-02-19 13:48:48+00:00,"b'To be eligible for serving foreign visitors, the hotels have to strictly comply with COVID-19 pandemic prevention a\xe2\x80\xa6 https://t.co/6MoxvCvUpN'"

2022-02-19 13:48:48+00:00,"b'RT @dwnews: Hong Kong is experiencing its worst ever COVID-19 outbreak, with omicron pushing hospitals to a breaking point. https://t.co/gQ\xe2\x80\xa6'"

2022-02-19 13:48:47+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:48:46+00:00,b'RT @BharatBiotech: COVAXIN\xe2\x93\x87 will be evaluated as a COVID-19 vaccine candidate in the United States. \n\n#COVID19 #COVAXIN #VaccineMandate #Bh\xe2\x80\xa6'

2022-02-19 13:48:46+00:00,"b'RT @PiersRobinson1: What is now happening in #Ottawa is the direct result of a broad-ranging political and economic agenda, being implement\xe2\x80\xa6'"

2022-02-19 13:48:45+00:00,b'How COVID-19-wracked Hong Kong is reeling two years into pandemic https://t.co/qIFprLxYIk\n\n#JohnsonOut26 #curling\xe2\x80\xa6 https://t.co/Ii3vMwumZM'

2022-02-19 13:48:42+00:00,b'https://t.co/z0vB17Sdph Washington State cop who defied a vaccine mandate dies from COVID-19 https://t.co/T7FOJJUUBE'

2022-02-19 13:48:41+00:00,"b'There\xe2\x80\x99s COVID-19 in the world of ""Yuri !!! on ICE"" (\xc2\xb4\xef\xbd\xa5\xcf\x89\xef\xbd\xa5\xef\xbd\x80)'"

2022-02-19 13:48:41+00:00,b'RT @DJTTracker: BREAKING: A judge in Massachusetts has blocked the city of Boston from imposing a COVID-19 vaccination mandate on public sa\xe2\x80\xa6'

2022-02-19 13:48:38+00:00,"b""RT @EdmJbg: @Kit_Yates_Maths @Sandyboots2020 The end of Covid-19 restrictions in England is premature and 'not based on current evidence',\xe2\x80\xa6"""

2022-02-19 13:48:38+00:00,b'RT @cv_cev: This is a shocking tweet.\n\nIt minimises the threat posed to life by Covid-19. Especially concerning coming from a medical docto\xe2\x80\xa6'

2022-02-19 13:48:37+00:00,"b'RT @anishnabeg: To help ease the challenges of COVID-19, AO\xe2\x80\x99s Indigenous Wellness and Healing department created the Spirit Bundle Offering\xe2\x80\xa6'"

2022-02-19 13:48:37+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:48:35+00:00,b'RT @WSJ: New York has become the latest state to delay a mandate for healthcare workers to receive Covid-19 vaccine boosters after warnings\xe2\x80\xa6'

2022-02-19 13:48:35+00:00,b'RT @erinpdoherty: A growing number of college presidents are leaving their jobs after two grueling years trying to navigate their schools t\xe2\x80\xa6'

2022-02-19 13:48:34+00:00,b'RT @CAPublicHealth: #California has led the nation\xe2\x80\x99s fight against the #COVID19 pandemic with early public health measures that saved lives\xe2\x80\xa6'

2022-02-19 13:48:34+00:00,b'Sen. Roger Wicker announces he tested positive for COVID-19 a second time https://t.co/dslo35YBQS  - @politic_talks #Politics #Political'

2022-02-19 13:48:33+00:00,"b'RT @talkRADIO: Children aged five to 11 in England are to be offered a Covid-19 vaccine, the government has announced.\n\nIs this appropriate?'"

2022-02-19 13:48:33+00:00,"b'RT @LouMetroHealth: \xf0\x9f\x93\x8dWesley House, 5114 Preston Hwy, \n10a.m. - 3p.m. (Pfizer)*\n\nFirst-and-second doses, booster doses and vaccines for chil\xe2\x80\xa6'"

2022-02-19 13:48:32+00:00,"b'RT @DrNinaRadcliff: We\xe2\x80\x99re seeing a shift with policy from a universal mask wearing, social distancing, vaccination effort and herd immunity\xe2\x80\xa6'"

2022-02-19 13:48:31+00:00,b'RT @GOP: New from @GOPChairwoman\xe2\xac\x87\xef\xb8\x8f\n\nYour small business was shut down.\n\nYour child has been forced to wear a mask to school.\n\nYour favorite\xe2\x80\xa6'

2022-02-19 13:48:31+00:00,b'RT @pilhijau: Still waiting for your reply on the data for natural immunity vs vaccinated immunity. We have had a lot of people recovered f\xe2\x80\xa6'

2022-02-19 13:48:30+00:00,b'RT @DrZoeHyde: Wearing a mask is one of the most effective ways to prevent the spread of the virus that causes COVID-19.\n\nMany of our child\xe2\x80\xa6'

2022-02-19 13:48:30+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 13:48:29+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 13:48:29+00:00,b'RT @BharatBiotech: COVAXIN\xe2\x93\x87 will be evaluated as a COVID-19 vaccine candidate in the United States. \n\n#COVID19 #COVAXIN #VaccineMandate #Bh\xe2\x80\xa6'
